Pairwise comparison,Experiment,Study,Species A,Species B,Species pair,AinA mean,AinA_mean_reestimate,AinA se,AinA_se_reestimate,AinA N,AinB mean,AinB_mean_reestimate,AinB se,AinB N,AinB_se_reestimate,BinB mean,BinB_mean_reestimate,BinB se,BinB N,BinB_se_reestimate,BinA mean,BinA_mean_reestimate,BinA se,BinA N,BinA_se_reestimate
954,131,172,elymus_canadensis,rudbeckia_hirta,elymus_canadensis_rudbeckia_hirta,4.0115,,0.991189849,,10,5.5164,,1.051548205,10,,1.2725,,0.32554608,10,,1.0566,,0.287359442,10,
955,131,172,elymus_canadensis,sporobolus_heterolepis,elymus_canadensis_sporobolus_heterolepis,4.0115,,0.991189849,,10,2.717714286,,0.727416456,7,,0.051857143,,0.012358588,7,,0.0476,,0.007690109,10,
956,131,172,elymus_canadensis,schizachyrium_scoparium,elymus_canadensis_schizachyrium_scoparium,4.0115,,0.991189849,,10,4.988545455,,0.800860825,11,,0.514,,0.057678892,11,,0.4874,,0.075251017,10,
957,131,172,elymus_canadensis,tradescantia_ohiensis,elymus_canadensis_tradescantia_ohiensis,4.0115,,0.991189849,,10,6.5561,,0.902349593,10,,1.8474,,0.323240922,10,,1.079,,0.2649488,10,
958,131,172,monarda_fistulosa,parthenium_integrifolium,monarda_fistulosa_parthenium_integrifolium,1.585,,0.306839372,,10,1.4847,,0.597947397,10,,0.4333,,0.087075197,10,,0.5037,,0.062473826,10,
959,131,172,monarda_fistulosa,panicum_virgatum,monarda_fistulosa_panicum_virgatum,1.585,,0.306839372,,10,1.7888,,0.387554894,10,,0.3725,,0.07644377,10,,0.8769,,0.13393717,10,
960,131,172,monarda_fistulosa,rudbeckia_hirta,monarda_fistulosa_rudbeckia_hirta,1.585,,0.306839372,,10,1.3967,,0.690527593,10,,1.2725,,0.32554608,10,,1.9345,,0.59616635,10,
961,131,172,monarda_fistulosa,sporobolus_heterolepis,monarda_fistulosa_sporobolus_heterolepis,1.585,,0.306839372,,10,1.337,,0.2938994,7,,0.051857143,,0.012358588,7,,0.0523,,0.008310703,10,
962,131,172,monarda_fistulosa,schizachyrium_scoparium,monarda_fistulosa_schizachyrium_scoparium,1.585,,0.306839372,,10,2.426272727,,0.916290427,11,,0.514,,0.057678892,11,,0.536,,0.080148057,10,
963,131,172,monarda_fistulosa,tradescantia_ohiensis,monarda_fistulosa_tradescantia_ohiensis,1.585,,0.306839372,,10,0.7931,,0.306314996,10,,1.8474,,0.323240922,10,,0.8611,,0.218184349,10,
964,131,172,parthenium_integrifolium,panicum_virgatum,panicum_virgatum_parthenium_integrifolium,0.4333,,0.087075197,,10,0.7314,,0.37248398,10,,0.3725,,0.07644377,10,,0.7562,,0.193321942,10,
965,131,172,parthenium_integrifolium,rudbeckia_hirta,parthenium_integrifolium_rudbeckia_hirta,0.4333,,0.087075197,,10,0.3085,,0.0455188,10,,1.2725,,0.32554608,10,,0.8546,,0.250527719,10,
966,131,172,parthenium_integrifolium,sporobolus_heterolepis,parthenium_integrifolium_sporobolus_heterolepis,0.4333,,0.087075197,,10,0.384428571,,0.086853697,7,,0.051857143,,0.012358588,7,,0.0588,,0.009472533,10,
967,131,172,parthenium_integrifolium,schizachyrium_scoparium,parthenium_integrifolium_schizachyrium_scoparium,0.4333,,0.087075197,,10,0.435818182,,0.063893494,11,,0.514,,0.057678892,11,,0.5043,,0.082465757,10,
968,131,172,parthenium_integrifolium,tradescantia_ohiensis,parthenium_integrifolium_tradescantia_ohiensis,0.4333,,0.087075197,,10,0.1725,,0.033217883,10,,1.8474,,0.323240922,10,,1.2797,,0.367554774,10,
969,131,172,panicum_virgatum,rudbeckia_hirta,panicum_virgatum_rudbeckia_hirta,0.3725,,0.07644377,,10,0.8591,,0.209927101,10,,1.2725,,0.32554608,10,,1.0018,,0.219192751,10,
970,131,172,panicum_virgatum,sporobolus_heterolepis,panicum_virgatum_sporobolus_heterolepis,0.3725,,0.07644377,,10,0.564428571,,0.131888997,7,,0.051857143,,0.012358588,7,,0.0477,,0.00814596,10,
971,131,172,panicum_virgatum,schizachyrium_scoparium,panicum_virgatum_schizachyrium_scoparium,0.3725,,0.07644377,,10,0.441363636,,0.109937029,11,,0.514,,0.057678892,11,,0.523,,0.092681653,10,
972,131,172,panicum_virgatum,tradescantia_ohiensis,panicum_virgatum_tradescantia_ohiensis,0.3725,,0.07644377,,10,0.4079,,0.087687127,10,,1.8474,,0.323240922,10,,0.6811,,0.16081649,10,
973,131,172,rudbeckia_hirta,sporobolus_heterolepis,rudbeckia_hirta_sporobolus_heterolepis,1.2725,,0.32554608,,10,1.910714286,,0.734043683,7,,0.051857143,,0.012358588,7,,0.0748,,0.01039316,10,
974,131,172,rudbeckia_hirta,schizachyrium_scoparium,rudbeckia_hirta_schizachyrium_scoparium,1.2725,,0.32554608,,10,0.744545455,,0.186222612,11,,0.514,,0.057678892,11,,0.6122,,0.079433382,10,
975,131,172,rudbeckia_hirta,tradescantia_ohiensis,rudbeckia_hirta_tradescantia_ohiensis,1.2725,,0.32554608,,10,0.588,,0.202715784,10,,1.8474,,0.323240922,10,,0.9309,,0.22596526,10,
976,131,172,sporobolus_heterolepis,schizachyrium_scoparium,schizachyrium_scoparium_sporobolus_heterolepis,0.051857143,,0.012358588,,7,0.057545455,,0.009105806,11,,0.514,,0.057678892,11,,0.390857143,,0.060244118,7,
977,131,172,sporobolus_heterolepis,tradescantia_ohiensis,sporobolus_heterolepis_tradescantia_ohiensis,0.051857143,,0.012358588,,7,0.0381,,0.006546331,10,,1.8474,,0.323240922,10,,0.867857143,,0.216168081,7,
978,131,172,schizachyrium_scoparium,tradescantia_ohiensis,schizachyrium_scoparium_tradescantia_ohiensis,0.514,,0.057678892,,11,0.2039,,0.059835227,10,,1.8474,,0.323240922,10,,0.649181818,,0.141886499,11,
979,132,202,elymus_nutans,saussurea_acroura,elymus_nutans_saussurea_acroura,4.7515,,0.1465,,3,4.9424,,0.3491,3,,4.4688,,0.1957,3,,4.0917,,0.2098,3,
980,132,202,elymus_nutans,artemisia_desertorum,artemisia_desertorum_elymus_nutans,4.7515,,0.1465,,3,13.6381,,0.9055,3,,11.7729,,0.9008,3,,5.9757,,0.1453,3,
981,132,202,elymus_nutans,kobresia_humilis,elymus_nutans_kobresia_humilis,4.7515,,0.1465,,3,3.7472,,0.3816,3,,2.8159,,0.2383,3,,5.7238,,0.6225,3,
982,132,202,elymus_nutans,persicaria_vivipara,elymus_nutans_persicaria_vivipara,4.7515,,0.1465,,3,7.4639,,0.3722,3,,3.8435,,0.2634,3,,5.6226,,0.488,3,
983,132,202,saussurea_acroura,artemisia_desertorum,artemisia_desertorum_saussurea_acroura,4.4688,,0.1957,,3,10.3945,,0.8495,3,,11.7729,,0.9008,3,,3.1054,,0.1532,3,
984,132,202,saussurea_acroura,kobresia_humilis,kobresia_humilis_saussurea_acroura,4.4688,,0.1957,,3,4.2799,,0.1885,3,,2.8159,,0.2383,3,,3.3834,,0.456,3,
985,132,202,saussurea_acroura,persicaria_vivipara,persicaria_vivipara_saussurea_acroura,4.4688,,0.1957,,3,3.2982,,0.1148,3,,3.8435,,0.2634,3,,2.4611,,0.3313,3,
986,132,202,artemisia_desertorum,kobresia_humilis,artemisia_desertorum_kobresia_humilis,11.7729,,0.9008,,3,2.7272,,0.2831,3,,2.8159,,0.2383,3,,8.1288,,0.5912,3,
987,132,202,artemisia_desertorum,persicaria_vivipara,artemisia_desertorum_persicaria_vivipara,11.7729,,0.9008,,3,5.8752,,0.2396,3,,3.8435,,0.2634,3,,7.5242,,0.3182,3,
988,132,202,kobresia_humilis,persicaria_vivipara,kobresia_humilis_persicaria_vivipara,2.8159,,0.2383,,3,5.0692,,0.2919,3,,3.8435,,0.2634,3,,2.1665,,0.1407,3,
989,133,224,vincetoxicum_rossicum,solidago_canadensis,solidago_canadensis_vincetoxicum_rossicum,0.19,,0.05,,13,0.26,,0.06,13,,0.54,,0.27,13,,0.35,,0.14,13,
990,134,224,vincetoxicum_rossicum,solidago_canadensis,solidago_canadensis_vincetoxicum_rossicum,0.24,,0.05,,13,0.38,,0.06,13,,0.55,,0.16,13,,0.64,,0.26,13,
991,135,241,acacia_dealbata,pinus_pinaster,acacia_dealbata_pinus_pinaster,13.48,,2.06,,10,7.06,,1.15,10,,2.6,,0.34,10,,1.91,,0.27,10,
992,136,272,anthoxanthum_odoratum,holcus_lanatus,anthoxanthum_odoratum_holcus_lanatus,0.29,,0.04,,10,0.152,,0.0177,10,,0.45,,0.05,10,,0.41,,0.029,10,
993,136,272,anthoxanthum_odoratum,arrhenatherum_elatius,anthoxanthum_odoratum_arrhenatherum_elatius,0.29,,0.04,,10,0.15,,0.0177,10,,0.27,,0.03,10,,0.28,,0.013,10,
994,136,272,arrhenatherum_elatius,holcus_lanatus,arrhenatherum_elatius_holcus_lanatus,0.27,,0.03,,10,0.31,,0.031,10,,0.45,,0.05,10,,0.21,,0.03,10,
995,137,271,anthericum_ramosum,brachypodium_pinnatum,anthericum_ramosum_brachypodium_pinnatum,0.229,,0.04,,6,1.01,,0.16,6,,0.722,,0.1,6,,0.206,,0.03,6,
996,137,271,anthericum_ramosum,inula_salicina,anthericum_ramosum_inula_salicina,0.229,,0.04,,6,0.45,,0.18,6,,0.2,,0.023,6,,3.01,,0.47,6,
997,137,271,anthericum_ramosum,bromus_erectus,anthericum_ramosum_bromus_erectus,0.229,,0.04,,6,2.45,,0.32,6,,1.42,,0.22,6,,2.28,,0.24,6,
998,137,271,brachypodium_pinnatum,inula_salicina,brachypodium_pinnatum_inula_salicina,0.722,,0.1,,6,0.624,,0.33,6,,0.2,,0.023,6,,2.63,,0.21,6,
999,137,271,brachypodium_pinnatum,bromus_erectus,brachypodium_pinnatum_bromus_erectus,0.722,,0.1,,6,1.95,,0.34,6,,1.42,,0.22,6,,1.76,,0.28,6,
1000,137,271,inula_salicina,bromus_erectus,bromus_erectus_inula_salicina,0.2,,0.023,,6,2.16,,0.31,6,,1.42,,0.22,6,,0.26,,0.05,6,
1001,138,289,sinapis_alba,triticum_aestivum,sinapis_alba_triticum_aestivum,0.69,,0.12,,4,0.74,,0.1,4,,1.41,,0.24,4,,1.71,,0.19,4,
1002,138,289,sinapis_alba,lens_culinaris,lens_culinaris_sinapis_alba,0.69,,0.12,,4,1.53,,0.21,4,,4.75,,0.5,4,,3.18,,0.63,4,
1003,138,289,sinapis_alba,carthamus_tinctorius,carthamus_tinctorius_sinapis_alba,0.69,,0.12,,4,0.76,,0.14,4,,1.33,,0.23,4,,1.56,,0.25,4,
1004,138,289,triticum_aestivum,lens_culinaris,lens_culinaris_triticum_aestivum,1.41,,0.24,,4,2.48,,0.31,4,,4.75,,0.5,4,,3.97,,0.59,4,
1005,138,289,triticum_aestivum,carthamus_tinctorius,carthamus_tinctorius_triticum_aestivum,1.41,,0.24,,4,1.58,,0.23,4,,1.33,,0.23,4,,1.6,,0.08,4,
1006,138,289,lens_culinaris,carthamus_tinctorius,carthamus_tinctorius_lens_culinaris,4.75,,0.5,,4,3.81,,0.57,4,,1.33,,0.23,4,,2.36,,0.07,4,
1007,139,273,pinus_strobus,quercus_alba,pinus_strobus_quercus_alba,0.29,,0.09,,8,0.22,,0.06,4,,12.12,,1.09,8,,10.47,,2.3,4,
1008,139,273,pinus_strobus,nyssa_sylvatica,nyssa_sylvatica_pinus_strobus,0.29,,0.09,,8,0.3,,0.11,4,,4.25,,0.09,8,,4.8,,1.2,4,
1009,139,273,quercus_alba,nyssa_sylvatica,nyssa_sylvatica_quercus_alba,12.12,,1.09,,8,8.62,,0.49,4,,4.25,,0.09,8,,6.33,,1,4,
1010,140,273,pinus_strobus,quercus_alba,pinus_strobus_quercus_alba,0.21,,0.04,,8,0.23,,0.06,4,,10.83,,1.05,8,,8.99,,1.43,4,
1011,140,273,pinus_strobus,nyssa_sylvatica,nyssa_sylvatica_pinus_strobus,0.21,,0.04,,8,0.25,,0.05,4,,5.22,,1.16,8,,6.25,,3.05,4,
1012,140,273,quercus_alba,nyssa_sylvatica,nyssa_sylvatica_quercus_alba,10.83,,1.05,,8,10.25,,2.05,4,,5.22,,1.16,8,,4.11,,0.88,4,
1013,142,254,achillea_millefolium,antennaria_microphylla,achillea_millefolium_antennaria_microphylla,0.271,,0.022304527,,45,1.2642,,0.218576905,3,,0.18449375,,0.027861388,32,,0.544533333,,0.114179994,3,
1014,142,254,achillea_millefolium,boechera_holboellii,achillea_millefolium_boechera_holboellii,0.271,,0.022304527,,45,0.55872,,0.181372543,5,,0.426463333,,0.054145452,30,,0.42856,,0.090846583,5,
1015,142,254,achillea_millefolium,danthonia_unispicata,achillea_millefolium_danthonia_unispicata,0.271,,0.022304527,,45,0.732033333,,0.137538001,6,,0.572145278,,0.082057706,36,,0.954433333,,0.133438442,3,
1016,142,254,achillea_millefolium,festuca_idahoensis,achillea_millefolium_festuca_idahoensis,0.271,,0.022304527,,45,0.65696,,0.048049689,5,,0.892,,0.100091922,39,,1.70326,,0.365353545,5,
1017,142,254,achillea_millefolium,geum_triflorum,achillea_millefolium_geum_triflorum,0.271,,0.022304527,,45,0.7155,,0,1,,0.23879,,0.061147985,10,,0.43845,,0.105738896,4,
1018,142,254,achillea_millefolium,koeleria_macrantha,achillea_millefolium_koeleria_macrantha,0.271,,0.022304527,,45,0.373766667,,0.081296522,3,,0.886418222,,0.117669362,45,,1.3777,,0.366787168,6,
1019,142,254,achillea_millefolium,lupinus_sericeus,achillea_millefolium_lupinus_sericeus,0.271,,0.022304527,,45,0.624,,0,1,,0.428356,,0.226596693,3,,0.42455,,0.09425,2,
1020,142,254,achillea_millefolium,pseudosclerochloa_rupestris,achillea_millefolium_pseudosclerochloa_rupestris,0.271,,0.022304527,,45,0.7775,,0.32722424,3,,0.802025,,0.081652448,32,,1.745214286,,0.411688343,7,
1021,142,254,achillea_millefolium,elymus_spicatus,achillea_millefolium_elymus_spicatus,0.271,,0.022304527,,45,0.630566667,,0.160820954,6,,1.010926579,,0.080459671,38,,1.444216667,,0.243294126,6,
1022,142,254,antennaria_microphylla,boechera_holboellii,antennaria_microphylla_boechera_holboellii,0.184,,0.027861388,,32,0.3176,,0.101782726,3,,0.426463333,,0.054145452,30,,0.948175,,0.275209976,4,
1023,142,254,antennaria_microphylla,danthonia_unispicata,antennaria_microphylla_danthonia_unispicata,0.184,,0.027861388,,32,0.44442,,0.07195699,3,,0.572145278,,0.082057706,36,,0.75,,0.185216639,3,
1024,142,254,antennaria_microphylla,festuca_idahoensis,antennaria_microphylla_festuca_idahoensis,0.184,,0.027861388,,32,0.3982,,0.041910261,4,,0.892,,0.100091922,39,,2.155566667,,0.494160599,3,
1025,142,254,antennaria_microphylla,geum_triflorum,antennaria_microphylla_geum_triflorum,0.184,,0.027861388,,32,0.614,,0,1,,0.23879,,0.061147985,10,,0.8139,,0.2441,2,
1026,142,254,antennaria_microphylla,koeleria_macrantha,antennaria_microphylla_koeleria_macrantha,0.184,,0.027861388,,32,0.665425,,0.134130946,4,,0.886418222,,0.117669362,45,,2.186175,,0.511231213,8,
1027,142,254,antennaria_microphylla,lupinus_sericeus,antennaria_microphylla_lupinus_sericeus,0.184,,0.027861388,,32,0.3655,,0.162237028,3,,0.428356,,0.226596693,3,,0.930766667,,0.275193903,3,
1028,142,254,antennaria_microphylla,pseudosclerochloa_rupestris,antennaria_microphylla_pseudosclerochloa_rupestris,0.184,,0.027861388,,32,0.44425,,0.055931111,4,,0.802025,,0.081652448,32,,1.3548,,0.205634271,3,
1029,142,254,antennaria_microphylla,elymus_spicatus,antennaria_microphylla_elymus_spicatus,0.184,,0.054145452,,30,0.40625,,0.04815,2,,1.010926579,,0.080459671,38,,1.833433333,,0.300078558,3,
1030,142,254,boechera_holboellii,danthonia_unispicata,boechera_holboellii_danthonia_unispicata,0.426,,0.054145452,,30,0.55614,,0.078213391,5,,0.572145278,,0.082057706,36,,0.961933333,,0.243697554,3,
1031,142,254,boechera_holboellii,festuca_idahoensis,boechera_holboellii_festuca_idahoensis,0.426,,0.054145452,,30,0.298216667,,0.058445709,6,,0.892,,0.100091922,39,,0.7882,,0.0177,2,
1032,142,254,boechera_holboellii,geum_triflorum,boechera_holboellii_geum_triflorum,0.426,,0.054145452,,30,0.913333333,,0.315750415,3,,0.23879,,0.061147985,10,,0.4347,,0,1,
1033,142,254,boechera_holboellii,koeleria_macrantha,boechera_holboellii_koeleria_macrantha,0.426,,0.054145452,,30,0.56425,,0.048424278,8,,0.886418222,,0.117669362,45,,0.92878,,0.442239464,5,
1034,142,254,boechera_holboellii,lupinus_sericeus,boechera_holboellii_lupinus_sericeus,0.426,,0.054145452,,30,0.804175,,0.117139777,4,,0.428356,,0.226596693,3,,0.95015,,0.37445,2,
1035,142,254,boechera_holboellii,pseudosclerochloa_rupestris,boechera_holboellii_pseudosclerochloa_rupestris,0.426,,0.054145452,,30,0.366175,,0.054878705,4,,0.802025,,0.081652448,32,,1.025066667,,0.337411699,3,
1036,142,254,boechera_holboellii,elymus_spicatus,boechera_holboellii_elymus_spicatus,0.426,,0.054145452,,30,0.22474,,0.016682704,5,,1.010926579,,0.080459671,38,,1.56568,,0.259884038,5,
1037,142,254,danthonia_unispicata,festuca_idahoensis,danthonia_unispicata_festuca_idahoensis,0.572,,0.082057706,,36,0.730733333,,0.107280075,3,,0.892,,0.100091922,39,,1.0973,,0.414728606,4,
1038,142,254,danthonia_unispicata,koeleria_macrantha,danthonia_unispicata_koeleria_macrantha,0.572,,0.082057706,,36,0.858633333,,0.122232652,3,,0.886418222,,0.117669362,45,,1.317842857,,0.355772273,7,
1039,142,254,danthonia_unispicata,lupinus_sericeus,danthonia_unispicata_lupinus_sericeus,0.572,,0.082057706,,36,0.6284,,0,1,,0.428356,,0.226596693,3,,0.6265,,0.057873684,3,
1040,142,254,danthonia_unispicata,pseudosclerochloa_rupestris,danthonia_unispicata_pseudosclerochloa_rupestris,0.572,,0.082057706,,36,1.17705,,0.28435,2,,0.802025,,0.081652448,32,,1.622933333,,0.163520043,3,
1041,142,254,danthonia_unispicata,elymus_spicatus,danthonia_unispicata_elymus_spicatus,0.572,,0.082057706,,36,0.826273333,,0.279774478,3,,1.010926579,,0.080459671,38,,1.3441,,0.177466715,4,
1042,142,254,festuca_idahoensis,geum_triflorum,festuca_idahoensis_geum_triflorum,0.892,,0.100091922,,39,1.2754,,0,1,,0.23879,,0.061147985,10,,0.1779,,0.0769,2,
1043,142,254,festuca_idahoensis,koeleria_macrantha,festuca_idahoensis_koeleria_macrantha,0.892,,0.100091922,,39,1.1949,,0.222380431,5,,0.886418222,,0.117669362,45,,0.947816667,,0.251272814,6,
1044,142,254,festuca_idahoensis,lupinus_sericeus,festuca_idahoensis_lupinus_sericeus,0.892,,0.100091922,,39,1.669875,,0.40998706,4,,0.428356,,0.226596693,3,,0.502033333,,0.170452626,3,
1045,142,254,festuca_idahoensis,pseudosclerochloa_rupestris,festuca_idahoensis_pseudosclerochloa_rupestris,0.892,,0.100091922,,39,1.388775,,0.278046742,4,,0.802025,,0.081652448,32,,1.558233333,,0.317284763,3,
1046,142,254,festuca_idahoensis,elymus_spicatus,elymus_spicatus_festuca_idahoensis,0.892,,0.100091922,,39,0.812725,,0.178210098,4,,1.010926579,,0.080459671,38,,1.353257143,,0.148898721,7,
1047,142,254,geum_triflorum,koeleria_macrantha,geum_triflorum_koeleria_macrantha,0.239,,0.061147985,,10,0.422966667,,0.093555195,3,,0.886418222,,0.117669362,45,,2.04185,,0.53615,2,
1048,142,254,geum_triflorum,lupinus_sericeus,geum_triflorum_lupinus_sericeus,0.239,,0.061147985,,10,0.16345,,0.09055,2,,0.428356,,0.226596693,3,,1.8458,,0,1,
1049,142,254,geum_triflorum,pseudosclerochloa_rupestris,geum_triflorum_pseudosclerochloa_rupestris,0.239,,0.061147985,,10,0.463333333,,0.052871963,3,,0.802025,,0.081652448,32,,0.9918,,0,1,
1050,142,254,koeleria_macrantha,pseudosclerochloa_rupestris,koeleria_macrantha_pseudosclerochloa_rupestris,0.886,,0.117669362,,45,1.6602,,0.2897,2,,0.802025,,0.081652448,32,,1.291966667,,0.175415149,3,
1051,142,254,koeleria_macrantha,elymus_spicatus,elymus_spicatus_koeleria_macrantha,0.886,,0.117669362,,45,1.93862,,0.127048012,5,,1.010926579,,0.080459671,38,,1.698766667,,0.293525475,3,
1052,142,254,lupinus_sericeus,pseudosclerochloa_rupestris,lupinus_sericeus_pseudosclerochloa_rupestris,0.428,,0.226596693,,3,1.3094,,0.2857,2,,0.802025,,0.081652448,32,,1.840175,,0.236136325,4,
1053,142,254,lupinus_sericeus,elymus_spicatus,elymus_spicatus_lupinus_sericeus,0.428,,0.226596693,,3,0.5722,,0.236180997,3,,1.010926579,,0.080459671,38,,1.4759,,0.3667,2,
1054,142,254,pseudosclerochloa_rupestris,elymus_spicatus,elymus_spicatus_pseudosclerochloa_rupestris,0.802,,0.081652448,,32,1.15825,,0.261403853,4,,1.010926579,,0.080459671,38,,1.67782,,0.28230575,5,
